,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company response,Timely response?,Consumer disputed?
4800,1256854,Bank account or service,Other bank product/service,Deposits and withdrawals,,NV,89123,2/25/2015,2/26/2015,In progress,Yes,
4801,1256860,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,OR,97415,2/25/2015,3/11/2015,Closed with explanation,Yes,
4802,1256886,Mortgage,VA mortgage,"Application, originator, mortgage broker",,CA,94587,2/25/2015,2/25/2015,In progress,Yes,
4803,1256901,Consumer loan,Installment loan,Managing the loan or lease,,WV,26386,2/25/2015,3/4/2015,Closed with monetary relief,Yes,
4804,1256871,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,MA,1970,2/25/2015,2/26/2015,Closed with explanation,Yes,
4805,1256887,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,78552,2/25/2015,3/3/2015,Closed with explanation,Yes,
4806,1257162,Credit card,,Delinquent account,,PA,19136,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4807,1256899,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91701,2/25/2015,2/25/2015,Closed with explanation,Yes,
4808,1256917,Mortgage,VA mortgage,Credit decision / Underwriting,,NJ,8012,2/25/2015,3/3/2015,Closed with explanation,Yes,
4809,1257321,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,IL,60657,2/25/2015,3/3/2015,Closed with explanation,Yes,
4810,1255827,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,MA,2458,2/25/2015,2/25/2015,In progress,Yes,
4811,1256950,Credit reporting,,Incorrect information on credit report,Account status,GA,31313,2/25/2015,3/3/2015,Closed with explanation,Yes,
4812,1256915,Credit card,,Customer service / Customer relations,,AR,72751,2/25/2015,3/3/2015,Closed with explanation,Yes,
4813,1256908,Credit card,,Billing disputes,,SC,29577,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4814,1257353,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WI,53548,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4815,1256949,Student loan,Non-federal student loan,Can't repay my loan,,MN,55423,2/25/2015,3/4/2015,Closed with explanation,Yes,
4816,1256948,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92649,2/25/2015,2/25/2015,Closed with explanation,Yes,
4817,1256921,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,92672,2/25/2015,2/25/2015,Closed with explanation,Yes,
4818,1256944,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,OH,44017,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4819,1257011,Debt collection,Credit card,Communication tactics,Threatened to take legal action,NJ,8010,2/25/2015,2/25/2015,Closed with explanation,Yes,
4820,1257127,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MA,1960,2/25/2015,3/3/2015,In progress,Yes,
4821,1256979,Credit card,,Billing disputes,,FL,33774,2/25/2015,3/3/2015,Closed with monetary relief,Yes,
4822,1257012,Debt collection,Credit card,Communication tactics,Threatened to take legal action,NJ,8010,2/25/2015,2/25/2015,Closed with explanation,Yes,
4823,1256975,Credit card,,Closing/Cancelling account,,NY,11229,2/25/2015,2/25/2015,Closed with explanation,Yes,
4824,1256967,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,WI,53578,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4825,1257131,Debt collection,Payday loan,Improper contact or sharing of info,Contacted me after I asked not to,CA,91709,2/25/2015,3/4/2015,Closed with explanation,Yes,
4826,1257008,Credit reporting,,Credit monitoring or identity protection,Billing dispute,LA,71129,2/25/2015,3/4/2015,Closed with monetary relief,Yes,
4827,1256983,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,NM,87401,2/25/2015,3/3/2015,Closed with explanation,Yes,
4828,1257006,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,TX,79720,2/25/2015,3/3/2015,Untimely response,No,
4829,1256986,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,OH,43019,2/25/2015,2/25/2015,Closed with explanation,Yes,
4830,1256999,Debt collection,,Communication tactics,Frequent or repeated calls,CA,92392,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4831,1256287,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,12304,2/25/2015,2/25/2015,In progress,Yes,
4832,1257097,Credit card,,Bankruptcy,,NC,27514,2/25/2015,2/25/2015,Closed with explanation,Yes,
4833,1259485,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11229,2/25/2015,3/4/2015,Closed with explanation,Yes,
4834,1257035,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11801,2/25/2015,3/2/2015,Closed with explanation,Yes,
4835,1257327,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,45011,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4836,1257026,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NH,3105,2/25/2015,3/3/2015,In progress,Yes,
4837,1257034,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,22835,2/25/2015,3/4/2015,Closed with explanation,Yes,
4838,1257033,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,22835,2/25/2015,3/3/2015,In progress,Yes,
4839,1257029,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,GA,30038,2/25/2015,2/26/2015,Closed with explanation,Yes,
4840,1257030,Bank account or service,Checking account,Problems caused by my funds being low,,FL,33182,2/25/2015,3/3/2015,Closed with explanation,Yes,
4841,1257069,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,PA,19018,2/25/2015,2/25/2015,Closed with explanation,Yes,
4842,1257357,Bank account or service,Checking account,Deposits and withdrawals,,IN,46528,2/25/2015,3/11/2015,Closed with explanation,Yes,Yes
4843,1257042,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,77067,2/25/2015,3/3/2015,In progress,Yes,
4844,1257318,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,17402,2/25/2015,3/3/2015,Closed with explanation,Yes,
4845,1257320,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,IL,60657,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4846,1257884,Debt collection,Medical,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CO,80003,2/25/2015,2/26/2015,Untimely response,No,
4847,1257306,Credit card,,Closing/Cancelling account,,OR,97132,2/25/2015,2/25/2015,Closed with monetary relief,Yes,
4848,1257307,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,17555,2/25/2015,2/26/2015,In progress,Yes,
4849,1257096,Credit card,,Bankruptcy,,NC,27514,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4850,1257090,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NH,3057,2/25/2015,3/3/2015,In progress,Yes,
4851,1257358,Consumer loan,Vehicle loan,Shopping for a loan or lease,,FL,32311,2/25/2015,3/3/2015,In progress,Yes,
4852,1257317,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,17404,2/25/2015,3/3/2015,In progress,Yes,
4853,1257088,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MI,48439,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4854,1257272,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CO,80224,2/25/2015,3/3/2015,Closed with explanation,Yes,
4855,1257855,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,OH,44056,2/25/2015,2/26/2015,Closed with non-monetary relief,Yes,
4856,1255917,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,74432,2/25/2015,2/26/2015,Closed with explanation,Yes,
4857,1257119,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TX,78130,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4858,1257864,Student loan,Non-federal student loan,Can't repay my loan,,GA,31419,2/25/2015,2/26/2015,In progress,Yes,
4859,1257865,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,86403,2/25/2015,3/3/2015,Untimely response,No,
4860,1257851,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,VA,22624,2/25/2015,2/26/2015,Closed with explanation,Yes,
4861,1257835,Mortgage,Other mortgage,Settlement process and costs,,CA,91977,2/25/2015,2/26/2015,Closed with explanation,Yes,
4862,1257852,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,VA,22624,2/25/2015,2/26/2015,Closed with non-monetary relief,Yes,
4863,1257118,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WA,98310,2/25/2015,3/10/2015,Closed with non-monetary relief,Yes,
4864,1257101,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,CA,93304,2/25/2015,2/25/2015,In progress,Yes,
4865,1257853,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,MD,21208,2/25/2015,3/3/2015,Closed,Yes,
4866,1257841,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NJ,7006,2/25/2015,2/26/2015,Closed with explanation,Yes,
4867,1257836,Credit card,,Advertising and marketing,,CA,92131,2/25/2015,2/26/2015,Closed with non-monetary relief,Yes,
4868,1257106,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,PA,19114,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4869,1259428,Consumer loan,Installment loan,Shopping for a loan or lease,,TN,37115,2/25/2015,2/26/2015,Closed with explanation,Yes,
4870,1257104,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,CA,95948,2/25/2015,3/4/2015,Closed with explanation,Yes,Yes
4871,1257844,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,GA,30058,2/25/2015,2/26/2015,Closed with explanation,Yes,
4872,1257111,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,RI,2878,2/25/2015,3/3/2015,Closed with explanation,Yes,
4873,1259422,Credit card,,Billing statement,,FL,33069,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4874,1257833,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,FL,32809,2/25/2015,2/26/2015,Closed with explanation,Yes,
4875,1257110,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,90255,2/25/2015,3/4/2015,Closed with explanation,Yes,
4876,1257116,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,FL,33556,2/25/2015,2/25/2015,Closed with explanation,Yes,
4877,1257123,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,75048,2/25/2015,3/3/2015,In progress,Yes,
4878,1257832,Student loan,Non-federal student loan,Can't repay my loan,,FL,33578,2/25/2015,2/26/2015,Closed with explanation,Yes,
4879,1257270,Credit reporting,,Incorrect information on credit report,Account terms,FL,32952,2/25/2015,3/3/2015,In progress,Yes,
4880,1256424,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33311,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4881,1257866,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NV,,2/25/2015,3/4/2015,In progress,Yes,
4882,1255712,Credit card,,Late fee,,TX,75093,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4883,1257831,Credit reporting,,Incorrect information on credit report,Public record,CA,94619,2/25/2015,2/26/2015,In progress,Yes,
4884,1257269,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33322,2/25/2015,2/25/2015,In progress,Yes,
4885,1257286,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,44004,2/25/2015,2/25/2015,Closed with explanation,Yes,
4886,1257262,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,NY,14469,2/25/2015,2/25/2015,Closed with explanation,Yes,
4887,1257828,Other financial service,Debt settlement,Customer service/Customer relations,,NH,3037,2/25/2015,3/3/2015,Closed with explanation,Yes,
4888,1257254,Bank account or service,Other bank product/service,Deposits and withdrawals,,TX,75224,2/25/2015,2/25/2015,Closed with explanation,Yes,
4889,1257253,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WA,99336,2/25/2015,3/3/2015,Untimely response,No,
4890,1257834,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NC,28233,2/25/2015,2/26/2015,Closed with explanation,Yes,
4891,1257108,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,IN,46254,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,Yes
4892,1255833,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,DE,19709,2/25/2015,2/25/2015,Closed with explanation,Yes,
4893,1257891,Credit card,,Identity theft / Fraud / Embezzlement,,ID,83202,2/25/2015,2/26/2015,Closed with explanation,Yes,
4894,1257221,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,44128,2/25/2015,3/3/2015,In progress,Yes,
4895,1257842,Debt collection,,Communication tactics,Frequent or repeated calls,FL,33559,2/25/2015,2/26/2015,Closed with non-monetary relief,Yes,
4896,1257837,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,PA,15642,2/25/2015,3/3/2015,In progress,Yes,
4897,1257846,Bank account or service,Checking account,Problems caused by my funds being low,,MD,20815,2/25/2015,3/3/2015,Closed with explanation,Yes,
4898,1257166,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,FL,32835,2/25/2015,3/3/2015,Closed with explanation,Yes,
4899,1257144,Credit reporting,,Incorrect information on credit report,Account status,TX,75089,2/25/2015,3/3/2015,In progress,Yes,
4900,1257135,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,IL,60445,2/25/2015,3/4/2015,Closed with explanation,Yes,Yes
4901,1257143,Debt collection,Credit card,False statements or representation,Indicated committed crime not paying,TX,77489,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4902,1257136,Consumer loan,Vehicle loan,Taking out the loan or lease,,NJ,8857,2/25/2015,2/26/2015,Closed with explanation,Yes,
4903,1257142,Credit card,,Billing disputes,,MD,20878,2/25/2015,3/2/2015,Closed with explanation,Yes,
4904,1257251,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11701,2/25/2015,3/3/2015,Closed with explanation,Yes,
4905,1257138,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MN,55082,2/25/2015,3/3/2015,In progress,Yes,
4906,1257810,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,2/25/2015,3/4/2015,Closed with non-monetary relief,Yes,
4907,1257808,Credit card,,Credit line increase/decrease,,MI,48334,2/25/2015,3/4/2015,Closed with monetary relief,Yes,
